trip_id,region,requested_at,distance_km,demand_index,surge_multiplier,predicted_eta_minutes,actual_eta_minutes,base_fare_usd,final_fare_usd,driver_available,converted
17097,North,2026-06-20T17:35:00,10.65,1.98,1.59,25.3,26.3,18.88,30.01,1,1
17098,West,2026-06-02T07:32:00,7.48,1.57,1.34,21.2,23.2,14.6,19.56,0,0
17099,Downtown,2026-07-27T18:52:00,9.97,2.86,2.12,28.8,30.5,17.96,38.07,1,1
17100,North,2026-06-11T05:19:00,2.67,1.45,1.27,7.5,9.4,8.1,10.29,1,1
17101,West,2026-06-08T16:19:00,3.81,0.73,1.0,10.9,9.1,9.64,9.64,1,1
17102,East,2026-06-25T17:01:00,0.8,3.03,2.22,2.2,5.6,5.58,12.39,0,0
17103,North,2026-07-19T13:21:00,7.07,0.8,1.0,15.7,18.0,14.05,14.05,1,0
17104,North,2026-06-10T22:52:00,8.44,0.96,1.0,19.9,20.4,15.89,15.89,1,1
17105,West,2026-06-02T09:30:00,6.8,2.08,1.65,20.2,24.2,13.68,22.58,0,0
17106,South,2026-06-23T19:51:00,0.8,2.9,2.14,2.0,4.8,5.58,11.94,0,0
17107,Downtown,2026-07-24T17:09:00,4.17,1.51,1.31,10.7,12.7,10.13,13.27,1,1
17108,West,2026-07-28T18:01:00,10.34,3.05,2.23,27.0,30.9,18.46,41.17,1,1
17109,North,2026-06-05T19:14:00,7.6,2.41,1.85,16.9,20.1,14.76,27.32,0,0
17110,West,2026-06-26T19:04:00,5.45,1.55,1.33,14.0,14.7,11.86,15.78,1,1
17111,Downtown,2026-06-07T00:18:00,11.1,1.56,1.33,32.9,31.2,19.48,25.91,1,1
17112,South,2026-07-21T11:39:00,7.66,0.91,1.0,20.3,22.0,14.84,14.84,1,1
17113,South,2026-06-17T18:42:00,0.8,2.84,2.1,2,6.5,5.58,11.72,1,1
17114,East,2026-07-18T17:47:00,5.02,1.66,1.39,13.4,14.5,11.28,15.68,1,1
17115,South,2026-07-30T07:11:00,4.26,1.47,1.28,12.4,15.1,10.24,13.11,1,1
17116,North,2026-07-28T01:21:00,8.54,1.07,1.04,21.2,20.6,16.03,16.67,1,1
17117,East,2026-07-09T19:04:00,2.07,1.76,1.46,5.1,6.0,7.3,10.66,1,1
17118,South,2026-07-18T19:11:00,11.22,1.78,1.47,29.4,30.8,19.64,28.87,1,1
17119,North,2026-07-22T05:41:00,6.3,1.38,1.23,17.0,17.1,13.01,16.0,1,1
17120,South,2026-06-24T05:17:00,6.16,1.54,1.32,15.1,14.4,12.82,16.92,1,1
17121,North,2026-07-26T17:58:00,2.67,2.36,1.82,8.3,10.7,8.11,14.75,1,1
17122,South,2026-07-24T10:57:00,4.7,1.48,1.29,11.7,10.9,10.85,13.99,1,1
17123,South,2026-06-04T19:47:00,9.84,2.24,1.74,23.1,22.6,17.78,30.94,1,1
17124,Downtown,2026-07-14T10:26:00,4.74,1.32,1.19,14.1,13.0,10.91,12.98,1,1
17125,South,2026-07-15T17:16:00,3.72,2.36,1.82,8.9,11.4,9.52,17.33,1,1
17126,North,2026-06-05T01:26:00,8.32,0.75,1.0,25.3,24.5,15.73,15.73,1,1
17127,Downtown,2026-07-08T22:00:00,7.7,1.14,1.09,21.3,21.9,14.9,16.24,1,1
17128,South,2026-07-24T00:01:00,9.26,1.23,1.14,25.7,28.0,17.01,19.39,1,1
17129,East,2026-07-22T08:13:00,9.83,2.26,1.76,28.9,29.0,17.77,31.28,0,0
17130,North,2026-07-27T09:13:00,10.51,2.8,2.08,28.7,29.6,18.69,38.88,1,1
17131,West,2026-07-21T17:56:00,3.9,2.84,2.1,11.9,14.3,9.77,20.51,0,0
17132,West,2026-07-23T19:35:00,4.74,1.47,1.28,12.7,14.6,10.9,13.96,1,1
17133,South,2026-07-13T08:02:00,3.56,1.6,1.36,9.8,9.6,9.31,12.66,1,1
17134,North,2026-06-13T19:51:00,7.78,2.74,2.05,21.4,16.9,15.0,30.75,0,0
17135,East,2026-06-12T17:04:00,11.37,2.08,1.65,28.7,29.3,19.85,32.75,1,1
17136,North,2026-07-15T19:37:00,7.31,1.56,1.34,18.8,20.0,14.36,19.25,1,1
17137,East,2026-06-05T19:02:00,10.33,2.91,2.14,30.0,35.1,18.45,39.47,1,1
17138,North,2026-06-11T07:55:00,6.58,1.72,1.43,14.0,12.6,13.39,19.14,1,1
17139,East,2026-07-28T05:01:00,2.85,1.13,1.08,6.9,4.4,8.35,9.01,1,1
17140,North,2026-06-13T18:30:00,8.3,3.01,2.21,21.0,21.8,15.71,34.71,1,1
17141,North,2026-07-20T18:57:00,5.18,2.9,2.14,15.8,16.1,11.49,24.59,0,0
17142,East,2026-07-05T17:57:00,6.24,3.03,2.22,14.9,15.0,12.92,28.68,0,0
17143,North,2026-06-15T18:45:00,3.72,1.73,1.44,11.0,10.6,9.52,13.7,1,1
17144,East,2026-07-01T18:36:00,4.7,2.43,1.86,12.5,14.4,10.85,20.17,1,1
17145,North,2026-06-13T18:37:00,15.69,1.61,1.36,40.6,41.7,25.69,34.93,1,1
17146,East,2026-07-10T11:15:00,7.6,1.15,1.09,19.8,20.0,14.76,16.09,1,1
17147,South,2026-06-05T17:07:00,4.32,2.54,1.93,11.3,11.4,10.33,19.95,1,1
17148,North,2026-07-20T18:03:00,6.55,2.35,1.81,16.1,18.6,13.34,24.15,1,1
17149,West,2026-06-26T08:20:00,2.4,2.2,1.72,7.5,9.2,7.74,13.32,0,0
17150,Downtown,2026-06-03T17:57:00,10.72,1.44,1.26,30.6,29.4,18.97,23.91,0,0
17151,North,2026-06-09T04:55:00,7.33,1.41,1.25,19.3,17.6,14.39,17.99,1,1
17152,West,2026-07-25T01:24:00,9.25,1.3,1.18,25.7,27.1,16.99,20.05,1,1
17153,East,2026-07-08T17:45:00,9.99,1.75,1.45,28.1,32.5,17.99,26.09,1,1
17154,South,2026-06-22T09:18:00,6.87,2.83,2.1,19.0,19.5,13.77,28.92,0,0
17155,South,2026-07-16T17:27:00,7.74,2.14,1.68,22.0,21.0,14.94,25.11,0,0
17156,South,2026-07-18T18:25:00,4.92,2.71,2.03,13.1,17.4,11.15,22.63,0,0
17157,East,2026-07-04T17:48:00,8.84,2.01,1.61,21.3,21.2,16.43,26.46,0,0
17158,South,2026-07-30T08:57:00,9.2,3.17,2.3,25.0,31.8,16.92,38.92,1,1
17159,North,2026-06-28T18:40:00,6.42,1.98,1.59,19.6,19.3,13.17,20.94,1,1
17160,South,2026-07-28T19:48:00,7.65,1.81,1.49,23.4,22.9,14.83,22.1,1,1
17161,West,2026-06-09T08:38:00,6.65,2.82,2.09,19.1,21.7,13.48,28.18,0,0
17162,South,2026-06-23T17:23:00,5.04,2.03,1.62,10.6,12.5,11.3,18.3,1,1
17163,Downtown,2026-06-03T18:23:00,12.32,2.08,1.65,25.5,28.7,21.13,34.86,1,0
17164,East,2026-06-01T09:18:00,4.78,1.98,1.59,11.1,15.5,10.96,17.42,0,0
17165,Downtown,2026-06-19T07:01:00,8.02,1.49,1.29,20.1,18.8,15.32,19.77,1,1
17166,Downtown,2026-07-21T19:56:00,5.28,3.19,2.32,13.2,20.4,11.62,26.96,0,0
17167,North,2026-07-04T18:14:00,5.84,2.62,1.97,15.2,19.9,12.39,24.4,0,0
17168,North,2026-07-09T19:31:00,6.55,2.02,1.61,16.0,17.2,13.34,21.48,1,1
17169,West,2026-06-22T07:52:00,7.61,1.55,1.33,20.7,21.1,14.78,19.66,0,0
17170,Downtown,2026-06-20T17:03:00,5.59,1.67,1.4,12.3,12.7,12.05,16.87,1,1
17171,West,2026-07-27T05:26:00,11.33,1.51,1.3,29.0,29.9,19.79,25.73,1,1
17172,East,2026-06-27T17:12:00,7.09,2.2,1.72,20.6,21.1,14.07,24.2,1,1
17173,West,2026-06-06T16:34:00,8.91,0.79,1.0,23.5,23.4,16.53,16.53,1,1
17174,North,2026-06-02T06:02:00,6.75,1.46,1.28,15.9,15.5,13.62,17.43,1,1
17175,West,2026-06-03T14:41:00,3.73,1.11,1.07,10.1,10.2,9.54,10.21,1,1
17176,East,2026-07-13T20:32:00,6.4,0.77,1.0,15.9,18.3,13.14,13.14,1,1
17177,South,2026-07-25T19:57:00,3.47,2.94,2.16,9.4,14.0,9.18,19.83,1,1
17178,West,2026-06-28T22:58:00,9.8,0.64,1.0,21.4,20.8,17.72,17.72,1,1
17179,South,2026-07-10T18:48:00,4.11,1.47,1.28,10.0,7.6,10.05,12.86,1,1
17180,East,2026-06-09T05:01:00,6.84,1.25,1.15,18.8,20.0,13.73,15.79,1,1
17181,Downtown,2026-07-22T20:55:00,5.1,1.01,1.01,13.0,13.9,11.38,11.49,1,1
17182,East,2026-06-24T07:14:00,7.78,2.03,1.62,21.5,21.0,15.0,24.3,1,1
17183,Downtown,2026-06-27T17:41:00,10.54,2.16,1.7,26.9,24.5,18.73,31.84,0,0
17184,West,2026-06-01T19:58:00,6.79,2.85,2.11,15.1,18.0,13.66,28.83,1,1
17185,East,2026-06-13T19:43:00,5.99,2.23,1.74,13.2,16.0,12.59,21.9,1,1
17186,North,2026-07-14T07:18:00,6.41,1.76,1.45,17.4,21.0,13.15,19.06,1,1
17187,Downtown,2026-07-07T17:11:00,4.15,3.15,2.29,11.6,14.9,10.1,23.14,1,1
17188,South,2026-06-23T17:34:00,7.2,1.51,1.3,19.9,21.3,14.22,18.48,1,1
17189,Downtown,2026-06-17T08:48:00,6.44,1.47,1.28,12.1,9.4,13.19,16.89,1,1
17190,South,2026-07-25T17:01:00,5.5,1.89,1.54,14.7,17.4,11.92,18.36,1,1
17191,Downtown,2026-07-16T17:28:00,2.57,1.9,1.54,6.3,10.0,7.97,12.27,1,1
17192,East,2026-07-25T14:49:00,6.79,1.32,1.19,17.5,18.1,13.67,16.26,1,1
17193,West,2026-07-18T07:53:00,6.11,2.8,2.08,19.3,20.1,12.75,26.51,0,0
17194,West,2026-07-27T12:09:00,8.74,0.61,1.0,18.6,18.5,16.3,16.3,1,1
17195,Downtown,2026-06-08T17:46:00,9.59,2.18,1.71,24.6,24.2,17.45,29.84,0,0
17196,East,2026-06-18T05:42:00,3.74,1.35,1.21,11.5,10.1,9.55,11.56,1,1
17197,East,2026-06-07T08:54:00,2.68,1.89,1.53,5.4,5.2,8.12,12.43,1,1
17198,East,2026-07-16T13:54:00,4.49,1.2,1.12,11.9,11.7,10.56,11.83,1,1
17199,North,2026-06-20T05:21:00,4.53,0.85,1.0,9.9,10.6,10.61,10.61,1,1
17200,Downtown,2026-07-23T17:01:00,7.71,2.4,1.84,18.4,22.2,14.91,27.44,1,1
17201,Downtown,2026-06-17T16:38:00,9.39,1.59,1.36,25.9,23.0,17.18,23.36,1,1
17202,East,2026-06-23T18:07:00,4.21,2.04,1.63,11.5,15.2,10.18,16.6,1,0
17203,North,2026-07-16T09:40:00,5.37,2.24,1.74,14.1,14.8,11.74,20.43,1,1
17204,South,2026-07-25T20:53:00,6.95,1.47,1.28,19.1,19.1,13.88,17.77,1,1
17205,West,2026-07-01T17:04:00,4.23,2.7,2.02,12.2,13.6,10.21,20.62,1,1
17206,West,2026-06-16T17:54:00,8.21,1.6,1.36,25.4,28.1,15.58,21.19,1,1
17207,Downtown,2026-06-08T18:32:00,5.62,1.57,1.34,13.8,12.4,12.09,16.2,0,0
17208,South,2026-06-15T17:25:00,9.6,2.94,2.16,23.8,25.2,17.46,37.71,0,0
17209,South,2026-07-07T08:06:00,0.8,3.12,2.27,2,8.0,5.58,12.67,0,0
17210,Downtown,2026-06-24T08:13:00,6.64,2.52,1.91,19.0,18.9,13.47,25.72,1,0
17211,West,2026-07-12T17:59:00,0.85,2.41,1.85,2,2.3,5.64,10.44,1,1
17212,South,2026-07-05T19:18:00,5.89,1.4,1.24,18.4,19.7,12.45,15.44,1,1
17213,West,2026-06-15T08:23:00,13.52,1.54,1.32,34.9,36.1,22.76,30.04,1,1
17214,Downtown,2026-07-04T18:29:00,7.9,2.74,2.04,20.1,19.9,15.17,30.95,0,0
17215,South,2026-07-21T05:56:00,5.51,1.55,1.33,13.0,12.5,11.94,15.88,1,1
17216,East,2026-06-04T17:11:00,10.99,3.01,2.21,26.5,31.7,19.34,42.74,1,1
17217,North,2026-07-17T23:16:00,5.71,1.21,1.12,16.9,13.3,12.21,13.67,1,1
17218,South,2026-06-14T07:16:00,3.09,2.78,2.07,8.3,13.9,8.68,17.96,1,1
17219,Downtown,2026-06-19T08:47:00,4.76,1.8,1.48,13.8,13.2,10.93,16.17,0,0
17220,South,2026-06-23T17:33:00,2.59,1.92,1.55,7.4,7.1,8.0,12.4,0,0
17221,North,2026-06-21T00:20:00,8.53,1.18,1.11,26.5,31.1,16.02,17.78,1,1
17222,East,2026-06-02T12:20:00,8.75,0.93,1.0,19.1,20.8,16.31,16.31,0,0
17223,Downtown,2026-06-16T19:49:00,8.83,2.18,1.71,22.0,22.0,16.41,28.07,1,1
17224,South,2026-06-06T17:49:00,7.36,2.14,1.69,16.6,18.7,14.43,24.39,1,1
17225,North,2026-07-04T19:05:00,5.18,2.92,2.15,14.0,17.4,11.49,24.71,1,0
17226,West,2026-06-07T17:36:00,2.08,2.35,1.81,5.2,9.2,7.31,13.22,1,1
17227,West,2026-07-13T18:49:00,6.63,2.03,1.62,14.6,16.2,13.45,21.8,1,1
17228,Downtown,2026-06-16T18:14:00,1.29,1.52,1.31,4.0,4.4,6.25,8.18,1,1
17229,North,2026-07-19T23:17:00,10.33,1.23,1.14,24.1,24.2,18.45,21.04,1,1
17230,Downtown,2026-06-19T19:13:00,11.18,2.17,1.7,28.8,29.6,19.6,33.32,1,1
17231,East,2026-06-07T07:38:00,5.15,2.99,2.19,12.7,15.5,11.46,25.09,1,1
17232,North,2026-06-07T02:18:00,1.97,1.18,1.11,5.6,7.7,7.16,7.95,1,1
17233,West,2026-06-09T17:24:00,10.49,2.09,1.66,27.2,27.1,18.67,30.99,1,1
17234,West,2026-07-12T09:29:00,7.67,1.67,1.4,19.9,23.1,14.86,20.8,1,1
17235,South,2026-06-25T07:31:00,0.8,3.0,2.2,2.1,2,5.58,12.28,1,1
17236,South,2026-06-11T19:42:00,5.95,2.13,1.68,16.3,19.2,12.53,21.05,1,1
17237,South,2026-07-01T18:40:00,9.36,3.01,2.2,24.0,28.5,17.14,37.7,1,1
17238,Downtown,2026-07-20T09:57:00,7.08,1.72,1.43,19.3,19.8,14.06,20.11,1,1
17239,East,2026-06-24T03:45:00,1.0,0.79,1.0,2.7,2,5.85,5.85,1,1
17240,West,2026-07-07T12:40:00,4.34,1.52,1.31,10.7,9.5,10.36,13.57,1,1
17241,South,2026-06-29T17:04:00,9.49,1.76,1.46,30.7,33.4,17.31,25.28,1,1
17242,North,2026-07-25T04:29:00,8.35,0.9,1.0,16.2,19.6,15.77,15.77,1,1
17243,South,2026-06-28T19:46:00,3.13,1.79,1.47,7.4,10.6,8.73,12.83,1,1
17244,North,2026-06-15T18:22:00,6.43,1.63,1.38,16.6,17.2,13.19,18.2,1,1
17245,Downtown,2026-07-22T17:18:00,3.66,2.38,1.83,11.0,13.3,9.44,17.27,1,1
17246,East,2026-06-11T17:53:00,8.76,2.5,1.9,19.9,19.6,16.33,31.03,0,0
17247,Downtown,2026-06-16T19:46:00,5.57,3.16,2.29,13.5,13.6,12.02,27.53,1,1
17248,South,2026-07-17T07:16:00,5.47,1.89,1.53,16.9,14.9,11.89,18.19,1,1
17249,East,2026-07-27T08:14:00,0.8,1.48,1.29,2.1,3.4,5.58,7.2,1,1
17250,North,2026-06-21T08:36:00,12.35,1.9,1.54,34.4,34.2,21.17,32.6,1,1
17251,East,2026-07-25T09:59:00,12.08,1.83,1.5,33.4,35.0,20.81,31.22,1,1
17252,East,2026-06-23T17:12:00,6.4,2.47,1.88,16.7,19.3,13.14,24.7,0,0
17253,North,2026-06-22T03:09:00,3.19,1.05,1.03,8.7,8.1,8.81,9.08,1,1
17254,South,2026-07-27T09:36:00,7.67,1.44,1.26,21.1,18.2,14.85,18.71,1,1
17255,West,2026-06-29T17:36:00,5.01,3.15,2.29,12.1,12.3,11.26,25.78,1,1
17256,East,2026-07-14T12:19:00,5.58,1.48,1.29,13.2,16.2,12.04,15.53,1,1
17257,North,2026-06-28T03:08:00,10.21,1.44,1.26,25.2,24.9,18.28,23.03,0,0
17258,East,2026-06-29T01:05:00,5.21,1.48,1.29,13.3,16.5,11.53,14.88,1,1
17259,East,2026-06-13T17:48:00,6.09,2.5,1.9,10.8,14.6,12.72,24.18,1,1
17260,South,2026-06-12T18:36:00,12.4,1.99,1.59,34.8,33.6,21.25,33.78,1,1
17261,Downtown,2026-06-27T00:26:00,7.72,0.65,1.0,17.3,15.5,14.93,14.93,1,1
17262,East,2026-07-16T18:23:00,11.55,2.26,1.76,30.5,28.9,20.1,35.37,1,1
17263,West,2026-07-09T16:20:00,7.71,0.9,1.0,20.8,18.7,14.91,14.91,1,1
17264,North,2026-06-02T01:17:00,6.54,1.43,1.26,17.8,18.1,13.33,16.79,1,1
17265,Downtown,2026-06-25T19:16:00,5.25,2.89,2.13,13.2,11.0,11.58,24.67,0,0
17266,West,2026-07-09T19:02:00,9.56,2.85,2.11,23.0,23.6,17.41,36.73,0,0
17267,East,2026-07-06T03:02:00,3.66,1.53,1.32,9.8,11.3,9.45,12.47,1,1
17268,Downtown,2026-07-07T18:17:00,2.92,3.07,2.24,7.6,13.8,8.44,18.91,1,1
17269,Downtown,2026-06-03T18:02:00,4.99,2.4,1.84,9.9,11.9,11.23,20.67,1,1
17270,West,2026-06-29T01:30:00,8.13,1.45,1.27,18.5,17.2,15.47,19.65,1,1
17271,East,2026-06-16T21:21:00,7.14,1.08,1.05,15.4,15.1,14.14,14.85,1,1
17272,East,2026-06-29T17:55:00,5.95,1.82,1.49,15.9,15.9,12.53,18.67,1,1
17273,Downtown,2026-06-08T08:20:00,10.05,2.92,2.15,22.8,28.9,18.07,38.86,0,0
17274,Downtown,2026-07-25T18:07:00,9.32,2.91,2.15,21.5,21.7,17.08,36.73,1,0
17275,Downtown,2026-06-14T11:47:00,4.65,0.93,1.0,9.9,12.6,10.78,10.78,1,1
17276,Downtown,2026-06-16T09:02:00,7.34,1.77,1.46,17.2,20.2,14.41,21.03,1,1
17277,North,2026-06-16T07:39:00,4.9,2.89,2.13,13.9,14.9,11.11,23.67,0,0
17278,North,2026-06-30T17:45:00,8.34,1.9,1.54,25.8,25.0,15.76,24.27,1,1
17279,North,2026-07-29T17:32:00,6.83,3.13,2.28,17.0,22.2,13.73,31.29,1,1
17280,North,2026-06-23T18:44:00,8.05,3.2,2.32,21.6,23.1,15.36,35.64,1,1
17281,South,2026-06-02T19:39:00,8.26,2.45,1.87,17.4,16.1,15.65,29.26,1,1
17282,West,2026-06-14T19:17:00,15.08,2.14,1.69,36.4,34.3,24.86,42.02,1,1
17283,Downtown,2026-07-14T17:37:00,2.07,1.41,1.24,4.9,5.4,7.3,9.05,1,1
17284,Downtown,2026-07-08T17:32:00,8.53,2.07,1.64,21.0,21.8,16.02,26.27,1,1
17285,East,2026-06-01T19:17:00,6.19,1.46,1.28,15.5,14.3,12.86,16.46,1,1
17286,East,2026-06-30T17:47:00,7.08,3.07,2.24,19.4,19.4,14.06,31.49,1,1
17287,East,2026-07-30T08:41:00,9.46,2.23,1.74,26.1,28.8,17.27,30.05,1,1
17288,South,2026-06-17T17:53:00,6.05,1.42,1.25,14.1,14.1,12.66,15.83,0,0
17289,South,2026-07-07T02:18:00,0.8,0.74,1.0,2.3,2,5.58,5.58,1,1
17290,East,2026-07-11T19:50:00,10.95,1.83,1.5,26.4,27.6,19.28,28.92,1,1
17291,North,2026-07-09T09:32:00,14.63,2.11,1.67,38.0,39.0,24.26,40.51,0,0
17292,East,2026-07-01T02:18:00,5.77,1.23,1.14,16.3,16.8,12.29,14.01,1,1
17293,Downtown,2026-07-20T08:37:00,9.46,2.99,2.2,27.0,30.3,17.27,37.99,1,1
17294,North,2026-06-25T07:38:00,7.16,1.92,1.55,16.6,15.7,14.17,21.96,1,1
17295,North,2026-06-08T12:45:00,5.79,1.15,1.09,15.9,17.3,12.31,13.42,1,1
17296,Downtown,2026-07-22T17:11:00,10.49,1.48,1.29,30.6,34.1,18.66,24.07,0,0
17297,South,2026-06-10T04:53:00,16.07,0.62,1.0,41.3,35.1,26.2,26.2,1,1
17298,Downtown,2026-07-10T17:53:00,2.17,2.21,1.73,6.3,9.6,7.43,12.86,1,1
17299,North,2026-06-09T19:32:00,0.8,3.18,2.31,2,5.7,5.58,12.89,0,0
17300,South,2026-06-05T12:08:00,6.95,1.14,1.08,14.3,15.0,13.88,14.99,0,0
17301,West,2026-07-29T18:25:00,14.44,3.0,2.2,41.4,41.6,23.99,52.79,0,0
17302,South,2026-06-24T19:03:00,10.23,2.23,1.74,23.6,21.8,18.31,31.87,1,0
17303,East,2026-06-17T18:48:00,7.1,3.06,2.24,22.0,25.0,14.09,31.56,1,1
17304,Downtown,2026-06-03T11:51:00,7.09,1.52,1.31,18.6,18.6,14.07,18.43,1,1
17305,East,2026-07-02T18:46:00,9.39,1.61,1.37,23.6,22.1,17.18,23.53,0,0
17306,South,2026-07-23T05:05:00,2.54,1.2,1.12,6.1,7.1,7.93,8.88,1,1
17307,Downtown,2026-06-07T04:24:00,6.45,1.25,1.15,18.5,18.9,13.21,15.19,0,0
17308,East,2026-07-21T19:06:00,6.0,1.79,1.48,16.5,18.2,12.59,18.64,0,0
17309,East,2026-06-17T19:56:00,9.37,2.66,1.99,24.7,30.3,17.15,34.12,0,0
17310,East,2026-06-02T08:38:00,4.88,3.18,2.31,12.2,13.5,11.09,25.61,1,1
17311,West,2026-06-09T18:29:00,9.29,2.83,2.1,18.0,21.2,17.04,35.79,0,0
17312,West,2026-06-09T06:26:00,13.02,0.76,1.0,34.9,35.8,22.08,22.08,1,1
17313,South,2026-06-22T17:49:00,3.64,3.07,2.24,10.2,11.9,9.42,21.09,1,1
17314,North,2026-06-08T17:37:00,7.14,3.17,2.3,21.5,26.4,14.14,32.53,0,0
17315,North,2026-06-30T17:01:00,7.45,1.54,1.32,19.6,24.4,14.55,19.21,1,1
17316,South,2026-07-27T08:32:00,3.22,2.74,2.04,7.7,8.7,8.85,18.06,0,0
17317,North,2026-07-01T17:30:00,8.95,1.63,1.38,26.3,29.1,16.58,22.88,1,1
17318,North,2026-07-19T17:07:00,9.91,1.83,1.5,20.0,20.0,17.87,26.81,1,1
17319,North,2026-06-01T21:40:00,7.76,1.12,1.07,17.6,19.1,14.98,16.02,1,1
17320,East,2026-06-29T02:06:00,5.52,1.38,1.23,13.9,13.4,11.95,14.69,1,1
17321,West,2026-06-04T18:09:00,1.22,2.48,1.89,3.3,7.4,6.15,11.62,1,1
17322,West,2026-06-19T07:38:00,10.93,1.73,1.44,26.8,28.3,19.26,27.74,1,1
17323,West,2026-06-24T18:51:00,3.24,1.81,1.49,8.7,11.6,8.87,13.22,1,1
17324,Downtown,2026-06-11T08:35:00,4.75,1.97,1.58,11.0,13.2,10.92,17.25,1,1
17325,East,2026-06-25T11:06:00,4.12,1.45,1.27,8.4,7.8,10.06,12.77,1,1
17326,Downtown,2026-06-29T19:30:00,7.26,2.98,2.19,21.3,22.9,14.3,31.33,1,1
17327,South,2026-06-30T13:53:00,1.18,1.59,1.36,3.7,4.2,6.09,8.29,1,1
17328,East,2026-07-02T18:10:00,11.76,3.17,2.3,35.7,39.2,20.38,46.88,1,0
17329,West,2026-06-26T15:49:00,10.39,0.85,1.0,26.4,26.2,18.52,18.52,1,1
17330,East,2026-07-09T08:27:00,5.31,2.71,2.03,15.7,20.3,11.67,23.69,1,1
17331,West,2026-06-26T19:51:00,10.63,1.64,1.38,25.6,25.4,18.84,26.01,1,1
17332,Downtown,2026-06-19T08:52:00,6.2,2.8,2.08,18.1,25.9,12.87,26.76,1,1
17333,South,2026-07-09T02:28:00,2.7,1.37,1.22,7.5,11.5,8.14,9.93,0,0
17334,West,2026-06-10T16:51:00,1.95,0.94,1.0,4.2,2,7.13,7.13,1,1
17335,West,2026-07-29T23:06:00,5.79,1.5,1.3,13.8,14.9,12.32,16.01,1,0
17336,West,2026-07-01T18:52:00,7.33,2.45,1.87,18.7,22.0,14.4,26.92,1,1
17337,South,2026-07-05T19:48:00,0.98,2.77,2.06,2.9,10.1,5.83,12.01,1,1
17338,North,2026-06-16T02:20:00,7.53,0.87,1.0,22.0,21.7,14.67,14.67,1,1
17339,East,2026-06-26T12:09:00,2.32,0.84,1.0,6.7,6.6,7.63,7.63,1,1
17340,East,2026-06-08T07:01:00,4.81,2.19,1.72,12.1,13.1,10.99,18.91,1,0
17341,South,2026-07-08T17:29:00,7.22,2.17,1.7,20.3,19.0,14.25,24.23,0,0
17342,East,2026-07-22T19:24:00,6.63,3.11,2.27,18.4,18.3,13.46,30.54,1,1
17343,West,2026-06-25T17:42:00,8.1,3.13,2.28,20.8,22.4,15.44,35.19,0,0
17344,West,2026-07-26T09:36:00,8.57,2.48,1.89,19.4,18.5,16.07,30.38,0,0
17345,South,2026-07-30T17:35:00,6.71,2.01,1.61,18.6,18.8,13.56,21.84,1,1
17346,West,2026-07-15T03:17:00,9.85,0.91,1.0,26.3,25.6,17.8,17.8,1,0
17347,East,2026-07-22T14:49:00,2.14,1.04,1.02,5.4,7.5,7.39,7.53,1,1
17348,Downtown,2026-07-24T18:28:00,9.41,2.01,1.61,25.0,23.8,17.2,27.69,1,1
17349,South,2026-07-13T17:14:00,6.23,3.01,2.2,16.8,21.8,12.92,28.41,0,0
17350,East,2026-06-08T09:10:00,4.14,2.62,1.97,10.3,9.7,10.09,19.88,1,1
17351,Downtown,2026-07-30T17:20:00,2.78,2.4,1.84,7.4,9.4,8.26,15.2,1,1
17352,North,2026-06-16T17:18:00,11.65,1.62,1.37,29.3,31.9,20.23,27.72,0,0
17353,South,2026-07-11T17:06:00,6.18,2.45,1.87,17.2,16.8,12.84,24.02,1,1
17354,North,2026-07-16T07:58:00,8.81,2.32,1.79,21.1,22.5,16.4,29.35,0,0
17355,East,2026-06-07T04:26:00,2.44,1.02,1.01,7.0,7.3,7.79,7.87,1,1
17356,Downtown,2026-07-20T17:42:00,5.51,2.72,2.03,13.9,10.5,11.94,24.23,0,0
17357,Downtown,2026-06-26T09:49:00,8.0,1.63,1.38,18.8,21.6,15.29,21.11,1,1
17358,East,2026-06-09T08:05:00,10.09,2.38,1.83,23.0,25.3,18.12,33.16,1,1
17359,North,2026-07-29T07:05:00,6.09,2.39,1.83,15.1,15.8,12.72,23.27,1,1
17360,Downtown,2026-06-20T21:15:00,6.71,1.25,1.15,20.5,24.2,13.56,15.59,1,1
17361,Downtown,2026-06-18T05:29:00,6.94,1.1,1.06,16.6,15.0,13.86,14.7,1,1
17362,North,2026-06-29T16:07:00,6.95,1.37,1.22,16.5,15.4,13.88,16.93,1,1
17363,Downtown,2026-07-11T09:52:00,0.8,2.04,1.62,2.2,2,5.58,9.04,1,1
17364,West,2026-07-26T22:05:00,2.44,1.29,1.18,7.1,5.7,7.79,9.19,1,1
17365,West,2026-06-06T20:04:00,5.41,1.23,1.14,12.3,13.1,11.8,13.46,1,1
17366,West,2026-06-11T19:28:00,7.64,1.56,1.33,21.7,21.3,14.82,19.7,1,1
17367,North,2026-07-22T09:41:00,8.8,2.63,1.98,20.1,22.6,16.38,32.43,0,0
17368,South,2026-06-03T09:05:00,3.44,2.88,2.13,9.2,12.3,9.15,19.49,1,1
17369,East,2026-06-18T08:43:00,9.24,1.73,1.44,26.4,27.0,16.97,24.44,1,1
17370,East,2026-07-06T14:42:00,11.85,0.68,1.0,29.1,28.4,20.5,20.5,1,1
17371,Downtown,2026-07-14T19:55:00,7.66,2.76,2.06,14.2,13.0,14.84,30.57,1,1
